PMID,Title,Abstract,Authors
22542805,Blockade of SOX4 mediated DNA repair by SPARC enhances radioresponse in medulloblastoma.,"SPARC is a matricellular glycoprotein and a putative radioresistance-reversal-gene. We therefore explored the possibility of SPARC expression on medulloblastoma radiosensitivity in vitro and in vivo. The combined treatment of the SPARC and irradiation resulted in increased cell death when compared to cells treated with irradiation alone in vitro and in vivo. SPARC expression prior to irradiation suppressed checkpoints-1,-2 and p53 phosphorylation and DNA repair gene XRCC1. We also demonstrate that SPARC expression suppressed irradiation induced SOX-4 mediated DNA repair. These results provide evidence of the anti-tumor effect of combining SPARC with irradiation as a new therapeutic strategy for the treatment of medulloblastoma.",Chandramu C;Ranadheer R;Meena M;Dzung H DH;Sajani S SS
22540632,Distinct sulfonation activities in resveratrol-sensitive and resveratrol-insensitive human glioblastoma cells.,"Glioblastoma multiforme (GBM) cells show different responses to resveratrol, for unknown reasons. Our data from human medulloblastoma cells and primary cultures of rat brain cells revealed an inverse correlation of sulfonation activity with resveratrol sensitivities, providing a clue to the underlying mechanisms of the variable sensitivities of GBM cells to resveratrol. In this study, we found that U251 cells were sensitive and LN229 cells were insensitive to resveratrol. Thus, these two cell lines were taken as comparable models for elucidating the influence of sulfonation activities on resveratrol sensitivity. HPLC showed identical resveratrol metabolic patterns in both cell lines. LC/MS and high-resolution mass MS analyses further demonstrated that resveratrol monosulfate generated by sulfotransferases (SULTs) was the major metabolite of human GBM cells. The levels of brain-associated SULT (SULT1A1, SULT1C2, and SULT4A1) expression in U251 cells were lower than those in LN229 cells, suggesting the inverse relationship of SULT-mediated sulfonation activity with high intracellular resveratrol bioavailability and resveratrol sensitivity of human GBM cells. Furthermore, immunohistochemical staining revealed reductions in expression of the three brain-associated SULTs in 72.8%, 47.5% and 66.3% of astrocytomas, respectively. Therefore, the levels of brain-associated SULTs and sulfonation activity mediated by them could be important parameters for evaluating the potential response of human GBM cells to resveratrol, and may have value in the personalized treatment of GBMs with resveratrol.",Zheng Z;Hong H;Xiao-Hong XH;Hui H;Xiao-Yan XY;Qing-You QY;Mo-Li ML;Jia J
22539980,Widespread contribution of Gdf7 lineage to cerebellar cell types and implications for hedgehog-driven medulloblastoma formation.,"The roof plate is a specialized embryonic midline tissue of the central nervous system that functions as a signaling center regulating dorsal neural patterning. In the developing hindbrain, roof plate cells express Gdf7 and previous genetic fate mapping studies showed that these cells contribute mostly to non-neural choroid plexus epithelium. We demonstrate here that constitutive activation of the Sonic hedgehog signaling pathway in the Gdf7 lineage invariably leads to medulloblastoma. Lineage tracing analysis reveals that Gdf7-lineage cells not only are a source of choroid plexus epithelial cells, but are also present in the cerebellar rhombic lip and contribute to a subset of cerebellar granule neuron precursors, the presumed cell-of-origin for Sonic hedgehog-driven medulloblastoma. We further show that Gdf7-lineage cells also contribute to multiple neuronal and glial cell types in the cerebellum, including glutamatergic granule neurons, unipolar brush cells, Purkinje neurons, GABAergic interneurons, Bergmann glial cells, and white matter astrocytes. These findings establish hindbrain roof plate as a novel source of diverse neural cell types in the cerebellum that is also susceptible to oncogenic transformation by deregulated Sonic hedgehog signaling.",Frances Y FY;Xi X;Anuraag A;Tatiana T;Michael K MK;Ying Y;Chin C
22537175,Expression patterns and potential roles of SIRT1 in human medulloblastoma cells in vivo and in vitro.,"Medulloblastoma is a primitive neuroectodermal tumor, which originates in the cerebellum, presumably due to the alterations of some neurogenetic elements. Sirtuin 1 (SIRT1), a class III histone deacetylase (HDAC), regulates differentiation of neuronal stem cells but its status in medulloblastomas remains largely unknown. The current study aimed to address this issue by checking SIRT1 expression in noncancerous cerebellar tissues, medulloblastoma tissues and established cell lines. The roles of SIRT1 in proliferation and survival of UW228-3 medulloblastoma cells were analyzed by SIRT1 small interfering RNA (siRNA) transfection and SIRT1 inhibitor nicotinamide treatment. The results revealed that the frequency of SIRT1 expression in medulloblastoma tissues was 64.17% (77/120), while only one out of seven tumor-surrounding noncancerous cerebellar tissues showed restricted SIRT1 expression in the cells within the granule layer. Of the three morphological subtypes, the rates of SIRT1 detection in the large cell/anaplastic cell (79.07%; 34/43) and the classic medulloblastomas (60.29%; 41/68) are higher than that (22.22%; 2/9) in nodular/desmoplastic medulloblastomas (P<0.01 and P<0.05, respectively). Heterogeneous SIRT1 expression was commonly observed in classic medulloblastoma. Inhibition of SIRT1 expression by siRNA arrested 64.96% of UW228-3 medulloblastoma cells in the gap 1 (G1) phase and induced 14.53% of cells to apoptosis at the 48-h time point. Similarly, inhibition of SIRT1 enzymatic activity with nicotinamide brought about G1 arrest and apoptosis in a dose-related fashion. Our data thus indicate: (i) that SIRT1 may act as a G1-phase promoter and a survival factor in medulloblastoma cells; and (ii) that SIRT1 expression is correlated with the formation and prognosis of human medulloblastomas. In this context, SIRT1 would be a potential therapeutic target of medulloblastomas.",Jing-Xin JX;Hong H;Xiao-Ming XM;Xiang-Hong XH;Qian Q;Mo-Li ML;Qing-You QY;Zai-Xia ZX;Jia J
25722678,Gene expression by simian virus 40 large T antigen-induced medulloblastomas in mice.,"Signaling pathways known to have components with mutations in human medulloblastoma include sonic hedgehog, Wnt/beta-catenin and insulin-like growth factor. Microarray analysis was applied to examine the gene expression changes in medulloblastomas of pTet-on/pTRE-SV40Tag transgenic mice. Altogether, 14 112 genes were detectable, including 152 genes with significantly different expression levels. These genes were associated with immunity, the cell cycle, signal transduction, cytoskeleton and metabolism. To further confirm the microarray data, real-time polymerase chain reactions were used to examine the expression changes of genes related to sonic hedgehog, Wnt/beta-catenin and insulin-like growth factor signal pathways. Immunohistochemistry detected insulin receptor substrate-1 in the nuclei of brain tumor tissue cells from pTet-on/pTRE-SV40Tag transgenic mice, suggesting that SV40 large T antigen may activate the insulin-like growth factor signal pathway to promote tumorigenesis.",Xiaoluan X;Jie J;Yinghe Y
22528798,Dual contrast perfusion MRI in a single imaging session for assessment of pediatric brain tumors.,"Ferumoxytol, an iron nanoparticle used as an intravascular contrast agent for perfusion magnetic resonance imaging (MRI), has never been explored in the pediatric population. The purpose of this prospective study is to characterize the vascular and permeability properties of pediatric brain tumors using two contrast agents during a single imaging session: ferumoxytol for dynamic susceptibility weighted contrast (DSC) MRI and gadoteridol for dynamic contrast-enhanced (DCE) MRI. In a single imaging session, patients received intravenous ferumoxytol for DSC MRI followed by gadoteridol for DCE MRI. Relative cerebral blood volume (rCBV), relative cerebral blood flow (rCBF), transfer coefficient (K(trans)), and extravascular extracellular space volume fraction (v(e)) of the brain lesions were calculated. Patients underwent serial imaging sessions over the course of 2 years. Of the 7 patients enrolled thus far, none has experienced an adverse event. Two patients with medulloblastoma were enrolled preoperatively. In the first, rCBV(max), rCBF, K(trans) max, and v(e) max values were 3.74, 3.12, 0.47 min (-1), and 0.08, respectively, while in the second patient, rCBV(max), rCBF, K(trans) max, and v(e) max values were 4.72, 3.47, 0.60 min(-1), and 0.05, respectively. Four patients were enrolled after new gadolinium enhancement was noted in the tumor resection cavity. In 80 % of these lesions, rCBV was <1 suggestive of pseudoprogression secondary to radiochemotherapy. These preliminary results demonstrate that use of ferumoxytol and gadoteridol contrast agents during a single imaging session is feasible, safe, and appears useful for assessing tumor perfusion and permeability characteristics in children.",Eric M EM;Daniel J DJ;Edit E;Xin X;Kellie J KJ;Seymur S;Bronwyn E BE;Edward A EA
22528793,Rho GTPases in primary brain tumor malignancy and invasion.,"Gliomas are the most common type of malignant primary brain tumor in humans, accounting for 80 % of malignant cases. Expression and activity of Rho GTPases, which coordinate several cellular processes including cell-cycle progression and cell migration, are commonly altered in many types of primary brain tumor. Here we review the suggested effects of deregulated Rho GTPase signaling on brain tumor malignancy, highlighting the controversy in the field. For instance, whereas expression of RhoA and RhoB has been found to be significantly reduced in astrocytic tumors, other studies have reported Rho-dependent LPA-induced migration in glioma cells. Moreover, whereas the Rac1 expression level has been found to be reduced in astrocytic tumor, it was overexpressed and induced invasion in medulloblastoma tumors. In addition to the Rho GTPases themselves, several of their downstream effectors (including ROCK, mDia, and N-WASP) and upstream regulators (including GEFs, GAPs, PI3K, and PTEN) have also been implicated in primary brain tumors.",Bassem D BD;Mirvat M
22517408,Life years lost--comparing potentially fatal late complications after radiotherapy for pediatric medulloblastoma on a common scale.,"The authors developed a framework for estimating and comparing the risks of various long-term complications on a common scale and applied it to 3 different techniques for craniospinal irradiation in patients with pediatric medulloblastoma. Radiation dose-response parameters related to excess hazard ratios for secondary breast, lung, stomach, and thyroid cancer; heart failure, and myocardial infarction were derived from large published clinical series. Combined with age-specific and sex-specific hazards in the US general population, the dose-response analysis yielded excess hazards of complications for a cancer survivor as a function of attained age. After adjusting for competing risks of death, life years lost (LYL) were estimated based on excess hazard and prognosis of a complication for 3-dimensional conformal radiotherapy (3D CRT), volumetric modulated arc therapy (VMAT), and intensity-modulated proton therapy (IMPT). Lung cancer contributed most to the estimated LYL, followed by myocardial infarction, and stomach cancer. The estimates of breast or thyroid cancer incidence were higher than those for lung and stomach cancer incidence, but LYL were lower because of the relatively good prognosis. Estimated LYL ranged between 1.90 years for 3D CRT to 0.28 years for IMPT. In a paired comparison, IMPT was associated with significantly fewer LYL than both photon techniques. Estimating the risk of late complications is associated with considerable uncertainty, but including prognosis and attained age at an event to obtain the more informative LYL estimate added relatively little to this uncertainty.",N Patrik NP;Ivan R IR;Maja V MV;Per P;Marianne C MC;Anne A;Per P;Thomas T;Lena L;Søren M SM
22513110,Utility of apparent diffusion coefficient ratios in distinguishing common pediatric cerebellar tumors.,"The aim of this study was to identify clinically useful tumor/normal brain apparent diffusion coefficient (ADC) ratios for distinguishing common pediatric cerebellar tumors. Review of medical records revealed 79 patients with cerebellar tumors who underwent preoperative magnetic resonance imaging, including diffusion-weighted imaging sequences, and surgery. There were 31 pilocytic astrocytomas, 27 medulloblastomas, 14 ependymomas, and seven atypical teratoid/rhabdoid tumors. ADC values were measured by placing regions of interest on the solid tumor and normal brain parenchyma by two reviewers. Tumor/normal brain ADC ratios were calculated. Mean ADC values of the pilocytic astrocytomas were greater than those of ependymomas, whose mean ADC values were greater than those of medulloblastomas and atypical teratoid/rhabdoid tumors. Using a tumor/normal brain ADC ratio threshold of 1.70 to distinguish pilocytic astrocytomas from ependymomas, sensitivity of 92% and specificity of 79% were achieved. A tumor/normal brain ADC ratio threshold of 1.20 enabled the sorting of ependymomas from medulloblastomas with sensitivity of 93% and specificity of 88%. Tumor/normal brain ADC ratios allow the distinguishing of common pediatric cerebellar tumors.",Barjor B;Kevin K;Betul B;Lynn L;Kadriye M KM;Daniel C DC;Korgun K
22511755,Urokinase-type plasminogen activator receptor (uPAR)-mediated regulation of WNT/β-catenin signaling is enhanced in irradiated medulloblastoma cells.,"Urokinase plasminogen activator receptor (uPAR) is known to promote invasion, migration, and metastasis in cancer cells. In this report, we showed that ionizing radiation (IR)-induced uPAR has a role in WNT-β-catenin signaling and mediates induction of cancer stem cell (CSC)-like properties in medulloblastoma cell lines UW228 and D283. We observed that IR induced the expression of uPAR and CSC markers, such as Musashi-1 and CD44, and activated WNT-7a-β-catenin signaling molecules. Overexpression of uPAR alone or with IR treatment led to increased WNT-7a-β-catenin-TCF/LEF-mediated transactivation, thereby promoting cancer stemness. In contrast, treatment with shRNA specific for uPAR (pU) suppressed WNT-7a-β-catenin-TCF/LEF-mediated transactivation both in vitro and in vivo. Quercetin, a potent WNT/β-catenin inhibitor, suppressed uPAR and uPAR-mediated WNT/β-catenin activation, and furthermore, addition of recombinant human WNT-7a protein induced uPAR, indicating the existence of a mutual regulatory relationship between uPAR and WNT/β-catenin signaling. We showed that uPAR was physically associated with the WNT effector molecule β-catenin on the membrane, cytoplasm, and nucleus of IR-treated cells and CSC. Most interestingly, we demonstrated for the first time that localization of uPAR in the nucleus was associated with transcription factors (TF) and their specific response elements. We observed from uPAR-ChIP, TF protein, and protein/DNA array analyses that uPAR associates with activating enhancer-binding protein 2α (AP2a) and mediates β-catenin gene transcription. Moreover, association of uPAR with the β-catenin·TCF/LEF complex and various other TF involved during embryonic development and cancer indicates that uPAR is a potent activator of stemness, and targeting of uPAR in combination with radiation has significant therapeutic implications.",Swapna S;Christopher S CS;Arun Kumar AK;Kiran Kumar KK;Bharathi B;Jasti S JS
22508821,Hedgehog-GLI pathway in medulloblastoma.,,Tenley C TC;Shyamal D SD;Scott L SL
22508808,High frequency of germline SUFU mutations in children with desmoplastic/nodular medulloblastoma younger than 3 years of age.,"Germline mutations of the SUFU gene have been shown to be associated with genetic predisposition to medulloblastoma, mainly in families with multiple cases of medulloblastoma and/or in patients with symptoms similar to those of Gorlin syndrome. To evaluate the contribution of these mutations to the genesis of sporadic medulloblastomas, we screened a series of unselected patients with medulloblastoma for germline SUFU mutations. A complete mutational analysis of the SUFU gene was performed on genomic DNA in all 131 consecutive patients treated for medulloblastoma in the pediatrics department of the Institut Gustave Roussy between 1972 and 2009 and for whom a blood sample was available. We identified eight germline mutations of the SUFU gene: one large genomic duplication and seven point mutations. Mutations were identified in three of three individuals with medulloblastoma with extensive nodularity, four of 20 with desmoplastic/nodular medulloblastomas, and one of 108 with other subtypes. All eight patients were younger than 3 years of age at diagnosis. The mutations were inherited from the healthy father in four of six patient cases in which the parents accepted genetic testing; de novo mutations accounted for the other two patient cases. Associated events were macrocrania in six patients, hypertelorism in three patients, and multiple basal cell carcinomas in the radiation field after age 18 years in one patient. These data indicate that germline SUFU mutations were responsible for a high proportion of desmoplastic medulloblastoma in children younger than 3 years of age. Genetic testing should be offered to all children diagnosed with sonic hedgehog-driven medulloblastoma at a young age.",Laurence L;Audrey A;Gaëlle G;Pascale P;Sébastien S;Véronique V;Johny J;Stéphanie S;Olivier O;Christelle C;Olivier O;Brigitte B;Jacques J
22498198,Medulloblastoma: progress over time.,"Medulloblastoma is the most common central nervous system tumour in children aged 0-4 years, with 75% of cases occurring in patients <16 years, and rare in adults. The intent of this audit is to review a single centre's experience and to compare outcomes with other centres' outcomes. This Ethics approved retrospective audit evaluates the paediatric population aged <16 years who received radiotherapy as their initial or salvage treatment at the Prince of Wales Hospital Cancer Centre between 1972 and 2007. The primary and secondary end-points were progression-free survival (PFS) and cancer-specific survival (CSS), with comparisons made between patients treated before and after 1990, and the impact of high- and low-risk disease. There were 80 eligible patients, 78 who had radiotherapy at initial presentation, and 2 at the time of recurrence. Median age was 6.5 years, 52 were boys and 28 were girls. Seventy-eight patients had a surgical procedure and ultimately received craniospinal radiotherapy. Of these 78 patients, 32 (40%) had a macroscopically complete resection. The 5-year PFS was 69.7%. The 5-year PFS for patients treated pre and post 1990 was 66.1% and 71.8%, respectively. The 5-year CSS for high- and low-risk patients was 61.1% and 78.4%, respectively. Ultimately, 33% of patients were dead due to disease. This audit demonstrates those children referred to this facility for treatment have comparable survival to that of other major centres.",Robert I RI;Janet R JR;Katie J KJ;Nicola S NS;Richard R
22497851,Infant brain tumors: a neuropathologic population-based institutional reappraisal.,"The factors that impact the long-term functional outcome for infants with brain tumor are unclear. The clinicopathologic features of all infant brain tumors occurring at our institution (1982-2005) were reexamined to explore the factors influencing prognosis. The details of the neuropathologic review are reported herein. Thirty-five cases were identified and included 7 astrocytomas (6 low grade and 1 glioblastoma), 6 atypical teratoid rhabdoid tumors, 5 choroid plexus papillomas, 4 ependymomas (3 anaplastic), 4 teratomas (3 immature), 2 supratentorial primitive neuroectodermal tumors, 2 gangliogliomas, 2 desmoplastic tumors of infancy, and 1 each of ""medulloblastoma with extensive nodularity,"" adamantinomatous craniopharyngioma, and 1 ""malignancy not otherwise specified."" The original diagnosis was changed in 8 cases (23%), and atypical teratoid rhabdoid tumors was the most common revision (n = 5). Case 9 was unusual in that both the patient and her 2-year-old sister displayed INI-1 immunonegative posterior fossa tumors and extended survival. Tumor grade was altered in 6 cases (17%), the most significant instance being the downgrading from the World Health Organization grade IV to I (case 18: supratentorial primitive neuroectodermal tumors to desmoplastic tumors of infancy). As opposed to other reports in the literature, our cohort contained a substantially higher frequency of atypical teratoid rhabdoid tumors and a lower frequency of medulloblastoma. Changes in the histologic diagnosis/grade in a significant subset of cases most likely reflect the continual evolution of brain tumor classification schemes. INI-1 immunohistochemistry was instrumental in the pathologic assessment of select cases and raised the possibility that atypical teratoid rhabdoid tumors may be the most common infant brain malignancy.",Christopher C;Shibu S;Paul P
22496891,JC virus T-antigen regulates glucose metabolic pathways in brain tumor cells.,"Recent studies have reported the detection of the human neurotropic virus, JCV, in a significant population of brain tumors, including medulloblastomas. Accordingly, expression of the JCV early protein, T-antigen, which has transforming activity in cell culture and in transgenic mice, results in the development of a broad range of tumors of neural crest and glial origin. Evidently, the association of T-antigen with a range of tumor-suppressor proteins, including p53 and pRb, and signaling molecules, such as β-catenin and IRS-1, plays a role in the oncogenic function of JCV T-antigen. We demonstrate that T-antigen expression is suppressed by glucose deprivation in medulloblastoma cells and in glioblastoma xenografts that both endogenously express T-antigen. Mechanistic studies indicate that glucose deprivation-mediated suppression of T-antigen is partly influenced by 5'-activated AMP kinase (AMPK), an important sensor of the AMP/ATP ratio in cells. In addition, glucose deprivation-induced cell cycle arrest in the G1 phase is blocked with AMPK inhibition, which also prevents T-antigen downregulation. Furthermore, T-antigen prevents G1 arrest and sustains cells in the G2 phase during glucose deprivation. On a functional level, T-antigen downregulation is partially dependent on reactive oxygen species (ROS) production during glucose deprivation, and T-antigen prevents ROS induction, loss of ATP production, and cytotoxicity induced by glucose deprivation. Additionally, we have found that T-antigen is downregulated by the glycolytic inhibitor, 2-deoxy-D-glucose (2-DG), and the pentose phosphate inhibitors, 6-aminonicotinamide and oxythiamine, and that T-antigen modulates expression of the glycolytic enzyme, hexokinase 2 (HK2), and the pentose phosphate enzyme, transaldolase-1 (TALDO1), indicating a potential link between T-antigen and metabolic regulation. These studies point to the possible involvement of JCV T-antigen in medulloblastoma proliferation and the metabolic phenotype and may enhance our understanding of the role of viral proteins in glycolytic tumor metabolism, thus providing useful targets for the treatment of virus-induced tumors.",Evan E;Ilker Kudret IK;Jennifer J;Kamel K
22485143,Long time to diagnosis of medulloblastoma in children is not associated with decreased survival or with worse neurological outcome.,"The long time to diagnosis of medulloblastoma, one of the most frequent brain tumors in children, is the source of painful remorse and sometimes lawsuits. We analyzed its consequences for tumor stage, survival, and sequelae. This retrospective population-based cohort study included all cases of pediatric medulloblastoma from a region of France between 1990 and 2005. We collected the demographic, clinical, and tumor data and analyzed the relations between the interval from symptom onset until diagnosis, initial disease stage, survival, and neuropsychological and neurological outcome. The median interval from symptom onset until diagnosis for the 166 cases was 65 days (interquartile range 31-121, range 3-457). A long interval (defined as longer than the median) was associated with a lower frequency of metastasis in the univariate and multivariate analyses and with a larger tumor volume, desmoplastic histology, and longer survival in the univariate analysis, but not after adjustment for confounding factors. The time to diagnosis was significantly associated with IQ score among survivors. No significant relation was found between the time to diagnosis and neurological disability. In the 62 patients with metastases, a long prediagnosis interval was associated with a higher T stage, infiltration of the fourth ventricle floor, and incomplete surgical resection; it nonetheless did not influence survival significantly in this subgroup. We found complex and often inverse relations between time to diagnosis of medulloblastoma in children and initial severity factors, survival, and neuropsychological and neurological outcome. This interval appears due more to the nature of the tumor and its progression than to parental or medical factors. These conclusions should be taken into account in the information provided to parents and in expert assessments produced for malpractice claims.",Jean-Francois JF;Jacques J;Francois F;Brigitte B;Dominique D;Stephan S;Olivier O;Nozar N;Stéphanie S;Martin M
22484635,Efficacy and safety of liposomal cytarabine in children with primary CNS tumours with leptomeningeal involvement.,"To assess the efficacy and safety of liposomal cytarabine in the treatment of de novo and relapsed leptomeningeal involvement in children with primary CNS tumours. Data from clinical charts were entered into a database for consecutive unselected patients (n=20) from nine Spanish centres. Diagnosis of leptomeningeal involvement was confirmed by cytology, MRI and/or CT scan. The dose of liposomal cytarabine used varied from 20 to 50 mg, by age. There were 8 females and 12 males, mean age 7.3 years (range 8 months to 18 years). The tumours were: 10 medulloblastomas, 4 ependymomas, 3 primitive neuroectodermal tumours and 3 other tumours. Fourteen had undergone previous chemotherapy and 12 radiotherapy. Nine received concurrent chemotherapy and 2 concurrent radiotherapy. Median follow-up was 244.5 days (range 12- 869). Patients received a median of 5 doses (range 1-9) of liposomal cytarabine. A neurological response (complete or partial) was seen in 11/19 (58%) and a cytological response in 7/10 (64%). Median time to neurological progression exceeded 180 days (range 12-869). Adverse effects were reported in 11/20 patients, but none was grade IV. Liposomal cytarabine was well tolerated and efficacious in this patient group, but prospective randomised trials are needed.",A A;A A;A A;B B;C C;C C;E E;J J;M M;A A
22483529,A severe form of epidermal nevus syndrome associated with brainstem and cerebellar malformations and neonatal medulloblastoma.,"Here we report a boy with epidermal nevus syndrome associated with brainstem and cerebellar malformations and neonatal medulloblastoma. The patient had epidermal nevi and complicated brain malformations including macrocephaly with polymicrogyria, dysmorphic and enlarged midbrain tectum, enlarged cerebellar hemispheres with small and maloriented folia. The patient died after surgical resection of medulloblastoma which was newly recognized on MRI at 51 days of age. Postmortem pathological examinations showed very unique and bizarre malformation of the midbrain and hindbrain. The cerebellar cortex exhibited a coarse, irregular and bumpy surface, blurred border between the Purkinje cell layer and internal granule cell layer, and many foci of heterotopia in the cerebellar white matter. The brainstem showed multiple anomalies, including enlargement of superior colliculi, hypoplasia of pyramidal tracts and dysplasia of inferior olivary nuclei. The unusual constellation of brain malformations of our patient will widen the spectrum of epidermal nevus syndrome.",Akihisa A;Tsubasa T;Mitsuru M;Keiko K;Kazunori K;Yuka Y;Naomi N;Hiroki H;Mitsuyoshi M;Ken K;Hiromichi H;Jun-ichi J;A James AJ;Toshiaki T;Toshiyuki T;Masaharu M
22476608,FABP4 is a candidate marker of cerebellar liponeurocytomas.,"Cerebellar liponeurocytoma (cLPN) is a very rare central nervous system (CNS) tumour recently recognized as a clinical and pathological entity distinct from medulloblastoma (MB), and included in the WHO classification of CNS tumours under the heading ""glioneuronal tumours"". cLPN typically develop in adult age and have a favourable prognosis compared with MB. In this work, we reviewed the clinical and neuroradiological data of two novel cases of adult cLPN diagnosed at our institution; one patient developed distant metastases. We tried to identify novel molecular markers for this malignancy. We found that the transcription factor NEUROG1 (but not ATOH1) is expressed in cLPN, unlike normal adult cerebellum, and that fatty acid binding protein 4 (FABP4), typically found in adipocytes, is significantly overexpressed compared with both normal adult cerebellum and human MB. These findings suggest cLPN occur as a result of transformation of cerebellar progenitors, which are distinct from cerebellar granule progenitors, and aberrantly differentiate into adipocyte-like tumour cells. They also suggest that analysis of FABP4 expression is of help to differentiate cLPN from MB.",Elena E;Marica M;Rosina R;Paolo P;Bianca B;Valeria V;Emanuela E;Giovanni G;Marco M;Ettore E;Gaetano G
22474285,Hedgehog secretion and signal transduction in vertebrates.,"Signaling by the Hedgehog (Hh) family of secreted proteins is essential for proper embryonic patterning and development. Dysregulation of Hh signaling is associated with a variety of human diseases ranging from developmental disorders such as holoprosencephaly to certain forms of cancer, including medulloblastoma and basal cell carcinoma. Genetic studies in flies and mice have shaped our understanding of Hh signaling and revealed that nearly all core components of the pathway are highly conserved. Although many aspects of the Drosophila Hh pathway are conserved in vertebrates, mechanistic differences between the two species have begun to emerge. Perhaps the most striking divergence in vertebrate Hh signaling is its dependence on the primary cilium, a vestigial organelle that is largely absent in flies. This minireview will provide an overview of Hh signaling and present recent insights into vertebrate Hh secretion, receptor binding, and signal transduction.",Kaitlyn E KE;Chin C
22465555,Diagnosis and management of brain and spinal cord tumors in the neonate.,"Congenital central nervous system (CNS) tumors are rare, accounting for <5% of childhood CNS tumors. Although the definition remains arbitrary, 'congenital' is often defined as CNS tumors diagnosed at birth or within a few months after birth. Congenital CNS tumors are now increasingly detected on prenatal ultrasound, with polyhydramnios as the most frequent finding. After delivery, most congenital CNS tumors are associated with macrocrania and hydrocephalus. Teratomas are the most common congenital CNS tumors; other common tumors include astrocytomas, embryonal tumors such as medulloblastomas, and choroid plexus tumors. Choroid plexus tumors (predominantly papillomas) have the best outcome, as aggressive surgical resection can be curative. Other congenital CNS tumors have a collectively poor prognosis, although some subtypes may benefit from complete resections and chemotherapy. Given the rare incidences and diverse pathology of congenital CNS tumors, multicenter studies are required to accurately assess treatment efficacy and outcome measures.",Steven W SW;Jack M JM;Andrew A
22462709,Cerebrospinal fluid shunting and hearing loss in patients treated for medulloblastoma.,"Cerebrospinal fluid shunting has previously been associated with hearing loss. Although the mechanism for this is unclear, it is thought that changes in CSF pressure can affect cochlear physiology via endolymph expansion in the setting of a patent cochlear aqueduct. Patients undergoing radiation and cisplatin chemotherapy are at risk for hearing loss. The authors hypothesized that the incidence and severity of hearing loss in patients undergoing radiation and chemotherapy for medulloblastoma would be greater in those with shunts than in those without shunts. Baseline and longitudinal audiology data were collected in 33 patients with medulloblastoma who were receiving radiation and cisplatin chemotherapy. Additional data included age, sex, details of shunt placement and revision, and details of chemotherapy and radiation. Hearing sensitivity and peripheral auditory function measures included pure tone audiometry, immittance audiometry, and distortion product evoked otoacoustic emissions. Ototoxicity was determined according to the American Speech-Language-Hearing Association criteria. Severity of hearing loss was determined using the Brock hearing loss grades. Incidence of hearing loss and association with shunting was determined. Thirteen (39.4%) of the 33 patients evaluated had undergone shunt placement. Hearing loss occurred in 14 (70%) of 20 patients without shunts and in 13 (100%) of 13 patients with shunts. The difference between the rates of hearing loss in patients with shunts versus those without the devices was highly significant (p = 0.0008). The odds ratio for hearing loss in patients with a CSF shunt compared with those without a shunt was 23.49 (95% CI 4.21-131.15). Age, side of shunt, evidence of dissemination, diameter of cochlear aqueduct, and treatment protocol did not have a significant effect on shunt-related ototoxicity. This study suggests an independent association between CSF shunting and hearing loss in children undergoing treatment for medulloblastoma, laying the foundation for a prospective study evaluating hearing loss in children with shunts who are not treated with ototoxic therapy.",Daniel J DJ;Kristin K;Carol C;Dale F DF;Dianna M E DM;Edward A EA
22461560,WNT signaling increases proliferation and impairs differentiation of stem cells in the developing cerebellum.,"The WNT pathway plays multiple roles in neural development and is crucial for establishment of the embryonic cerebellum. In addition, WNT pathway mutations are associated with medulloblastoma, the most common malignant brain tumor in children. However, the cell types within the cerebellum that are responsive to WNT signaling remain unknown. Here we investigate the effects of canonical WNT signaling on two important classes of progenitors in the developing cerebellum: multipotent neural stem cells (NSCs) and granule neuron precursors (GNPs). We show that WNT pathway activation in vitro promotes proliferation of NSCs but not GNPs. Moreover, mice that express activated β-catenin in the cerebellar ventricular zone exhibit increased proliferation of NSCs in that region, whereas expression of the same protein in GNPs impairs proliferation. Although β-catenin-expressing NSCs proliferate they do not undergo prolonged expansion or neoplastic growth; rather, WNT signaling markedly interferes with their capacity for self-renewal and differentiation. At a molecular level, mutant NSCs exhibit increased expression of c-Myc, which might account for their transient proliferation, but also express high levels of bone morphogenetic proteins and the cyclin-dependent kinase inhibitor p21, which might contribute to their altered self-renewal and differentiation. These studies suggest that the WNT pathway is a potent regulator of cerebellar stem cell growth and differentiation.",Yanxin Y;Sonja N SN;Shirley L SL;William W;Paul P;Makoto M MM;Marco M;Richard J RJ;Robert J RJ
22459609,[Cisplatin induced reversible posterior leukoencephalopathy].,,J J;M M;M M;A A;R R;A A
